data_id,iso,event_id_cnty,event_id_no_cnty,event_date,year,time_precision,event_type,actor1,assoc_actor_1,inter1,actor2,assoc_actor_2,inter2,interaction,region,country,admin1,admin2,admin3,location,latitude,longitude,geo_precision,source,source_scale,notes,fatalities,timestamp,iso3
2125433,728,SSD5350,5350,"22 November 2018",2018,1,"Violence against civilians","Unidentified Armed Group (South Sudan)",,3,"Civilians (South Sudan)",,7,37,"Eastern Africa","South Sudan","Central Equatoria",Terekeka,Terkeka,Terkeka,5.439,31.747,2,"Radio Tamazuj; Radio Miraya",National-Regional,"On November 22nd, an unidentified armed group fired at a commercial vehicle travelling along the Juba-Bor road, at the area of Panpitiak. Two people were wounded in the gunfire, and three children were abducted.",0,1543258529,SSD
2125434,728,SSD5351,5351,"22 November 2018",2018,1,Riots/Protests,"Protesters (South Sudan)","Refugees/IDPs (South Sudan)",6,,,0,60,"Eastern Africa","South Sudan","Central Equatoria",Juba,Juba,Juba,4.8609,31.6178,1,"Eye Radio (South Sudan)",National,"On November 22nd, IDPs at the UNMISS base in Jebel on the outskirts of Juba (Central Equatoria) demonstrated against a cut in food rations, and the alleged lack of food rations for the past three months.",0,1543258529,SSD
2318204,728,SSD5363,5363,"22 November 2018",2018,1,"Violence against civilians","Unidentified Armed Group (South Sudan)",,3,"Civilians (South Sudan)",,7,37,"Eastern Africa","South Sudan",Unity,Rubkona,Rubkoana,Rubkona,9.3067,29.7833,2,MSF,International,"Between November 19th and 29th, 125 women of ages ranging between 10 to over 65 were reported to have been victims of sexual violence, beatings and robberies in Rubkona county (Unity state), according to a statement issued by MSF, who also noted that this rapid increase in the volume of cases was unprecedented in South Sudan. The source does not specify who was behind the attacks. Coded as one VAC event each day.",0,1543861098,SSD
2318203,728,SSD5362,5362,"21 November 2018",2018,1,"Violence against civilians","Unidentified Armed Group (South Sudan)",,3,"Civilians (South Sudan)",,7,37,"Eastern Africa","South Sudan",Unity,Rubkona,Rubkoana,Rubkona,9.3067,29.7833,2,MSF,International,"Between November 19th and 29th, 125 women of ages ranging between 10 to over 65 were reported to have been victims of sexual violence, beatings and robberies in Rubkona county (Unity state), according to a statement issued by MSF, who also noted that this rapid increase in the volume of cases was unprecedented in South Sudan. The source does not specify who was behind the attacks. Coded as one VAC event each day.",0,1543861098,SSD
2125431,728,SSD5348,5348,"20 November 2018",2018,1,"Battle-No change of territory","Cueibet Communal Militia (South Sudan)",,4,"Police Forces of South Sudan (2011-)",,1,14,"Eastern Africa","South Sudan",Lakes,Cueibet,Cueibet,Cueibet,7.0317,29.2472,2,"Eye Radio (South Sudan)",National,"On November 20th, a police officer was shot dead by an unidentified group in Ngap county (coordinates for Cueibet, Lakes state, used). The attackers were suspected of coming from a neighbouring state, and were in the process of raiding cattle. The officer died as he was protecting a civilian from the raiders.",1,1543258529,SSD
2125432,728,SSD5349,5349,"20 November 2018",2018,1,Riots/Protests,"Protesters (South Sudan)","Military Forces of South Sudan (2011-)",6,,,0,60,"Eastern Africa","South Sudan","Central Equatoria",Juba,Juba,Juba,4.8609,31.6178,1,"Radio Tamazuj",Regional,"On November 20th, disabled soldiers protested in Juba (Central Equatoria) over the non-payment of medical allowences. The Minister of the Interior acknowledged the issue, and pledged that the government would resolve the matter.",0,1543258529,SSD
2318200,728,SSD5359,5359,"20 November 2018",2018,1,"Strategic development","Police Forces of South Sudan (2011-)",,1,"Apuk-Padoch Clan Dinka Ethnic Militia (South Sudan)",,4,14,"Eastern Africa","South Sudan",Warrap,"Tonj South",Tonj,Tonj,7.2733,28.6839,1,"Radio Tamazuj",National,"On November 20, in Tonj (Tonj South, Warrap), security authorities arrested 25 suspects believed to have been involved in inter-clan conflicts last week leading to the deaths of 10 people.",0,1543861098,SSD
2318201,728,SSD5360,5360,"20 November 2018",2018,1,"Violence against civilians","Murle Ethnic Militia (South Sudan)",,4,"Civilians (South Sudan)","Lou Nuer Ethnic Group (South Sudan); WFP: World Food Programme; Aid Workers (South Sudan)",7,47,"Eastern Africa","South Sudan",Jonglei,Nyirol,Waat,Waat,8.1972,32.15,3,"Sudan Tribune",Regional,"On November 20th, suspectd Murle militiamen killed at least five members of the Lou Nuer community (coded here as civilians) escorting WFP barges in the area of Lokurmach (coordinates of Waat, Jonglei state and capital of the disputed Bieh state, used). The SPLM-IO authorities of Bieh state accused a Murle militia acting at the behest of the government-controlled Boma state of orchestrating the attack.",5,1543861098,SSD
2318202,728,SSD5361,5361,"20 November 2018",2018,1,"Violence against civilians","Unidentified Armed Group (South Sudan)",,3,"Civilians (South Sudan)",,7,37,"Eastern Africa","South Sudan",Unity,Rubkona,Rubkoana,Rubkona,9.3067,29.7833,2,MSF,International,"Between November 19th and 29th, 125 women of ages ranging between 10 to over 65 were reported to have been victims of sexual violence, beatings and robberies in Rubkona county (Unity state), according to a statement issued by MSF, who also noted that this rapid increase in the volume of cases was unprecedented in South Sudan. The source does not specify who was behind the attacks. Coded as one VAC event each day.",0,1543861098,SSD
2318199,728,SSD5358,5358,"19 November 2018",2018,1,"Violence against civilians","Unidentified Armed Group (South Sudan)",,3,"Civilians (South Sudan)",,7,37,"Eastern Africa","South Sudan",Unity,Rubkona,Rubkoana,Rubkona,9.3067,29.7833,2,MSF,International,"Between November 19th and 29th, 125 women of ages ranging between 10 to over 65 were reported to have been victims of sexual violence, beatings and robberies in Rubkona county (Unity state), according to a statement issued by MSF, who also noted that this rapid increase in the volume of cases was unprecedented in South Sudan. The source does not specify who was behind the attacks. Coded as one VAC event each day.",0,1543861098,SSD
2125430,728,SSD5347,5347,"18 November 2018",2018,2,"Violence against civilians","Unidentified Armed Group (South Sudan)",,3,"Civilians (South Sudan)",,7,37,"Eastern Africa","South Sudan",Lakes,"Yirol West",Aluakluak,Aluakluak,6.4801,30.1172,2,"Radio Miraya",National,"On or around November 18th, armed youth attacked a passenger vehicle on the road between Aluakluak Gadiem and Aluakluak Jadiet (coordinates for Aluakluak, Lakes state, used). Three women were raped by the attackers, and then robbed.",0,1543258529,SSD
2125428,728,SSD5345,5345,"17 November 2018",2018,1,"Battle-No change of territory","Unidentified Armed Group (South Sudan)",,3,"Police Forces of South Sudan (2011-)",,1,13,"Eastern Africa","South Sudan","Western Bahr el Ghazal",Wau,Udici,Wau,7.718,28.007,1,"Radio Tamazuj",Regional,"On November 17th, unknown gunmen killed a police officer in Wau (Western Bahr el Ghazal). The state security advisor for the (disputed) Wau state claimed the attackers were criminals.",1,1543258529,SSD
2125429,728,SSD5346,5346,"17 November 2018",2018,1,"Violence against civilians","Pibor Communal Militia (South Sudan)",,4,"Civilians (South Sudan)",,7,47,"Eastern Africa","South Sudan",Jonglei,"Twic East",Nyuak,Wanglei,7.0678,31.3755,2,"Radio Tamazuj",Regional,"On November 17th, suspected raiders from Pibor attacked a cattle camp in the vicinity of Wanglei (Jonglei state), resulting in one death and one injury (note that the source does not specify whether an exchange of fire took place) and stolen cattle.",1,1543258529,SSD
2125426,728,SSD5343,5343,"16 November 2018",2018,1,"Battle-No change of territory","SPLA/M-In Opposition: Sudanese Peoples Liberation Army/Movement-In Opposition","Military Forces of South Sudan (2011-)",2,"NAS: National Salvation Front",,2,22,"Eastern Africa","South Sudan","Central Equatoria",Juba,Juba,Lobonok,4.32,31.6355,2,"Radio Tamazuj; Sudan Tribune",Regional,"On November 16th, NAS forces accused the SPLM-IO as well as government forces of launching a joint attack on NAS positions in the area of Lobonok (Central Equatoria). SPLM-IO insisted that the incident was related to a re-defection of two NAS commanders back to the SPLM-IO, which sparked an attack against the defecting forces by the NAS.",0,1543258529,SSD
2125427,728,SSD5344,5344,"16 November 2018",2018,1,"Battle-No change of territory","SPLA/M-In Opposition: Sudanese Peoples Liberation Army/Movement-In Opposition",,2,"NAS: National Salvation Front",,2,22,"Eastern Africa","South Sudan","Central Equatoria",Lainya,Lainya,Lainya,4.2545,31.0004,2,"Radio Tamazuj; Sudan Tribune",Regional,"On November 16th, the SPLM-IO (responding to NAS allegations of a joint attack by IO and government forces against NAS rebels earlier that same day near Lobonok) claimed that NAS forces from Lainya sent to reinforce NAS soldiers in Lobonok were intercepted by forces (re)defecting from the NAS to the SPLM-IO.",0,1543258529,SSD
1987791,728,SSD5340,5340,"15 November 2018",2018,1,"Violence against civilians","Unidentified Armed Group (South Sudan)",,3,"Civilians (Kenya)","Christian Group (Kenya)",7,37,"Eastern Africa","South Sudan",Lakes,Cueibet,Cueibet,Cueibet,7.0317,29.2472,1,"Radio Miraya; Radio Tamazuj",National-Regional,"On November 15th, a Catholic priest from Kenya was killed by unknown gunmen at the Jesuit compound he worked in, in Cueibet town (Lakes state). Three men have been arrested in connection with his death, who admit to killing the priest, though one suspect is still at large. The motive is not clear.",1,1542650830,SSD
2125425,728,SSD5342,5342,"15 November 2018",2018,1,"Battle-No change of territory","Apuk-Padoch Clan Dinka Ethnic Militia (South Sudan)",,4,"Apuk-Padoch Clan Dinka Ethnic Militia (South Sudan)",,4,44,"Eastern Africa","South Sudan",Warrap,"Tonj South",Tonj,Tonj,7.2733,28.6839,2,"Radio Don Bosco",Subnational,"On November 15th, an armed clash erupted within the Apuk Padoch Dinka clan in an unspecified part of Tonj state. 10 people were killed and seven wounded. Security forces arrested 25 suspects (the source reports the fight was sparked by a young girl being impregnated, leading to reprisal violence against the father's family).",10,1543258529,SSD
1987790,728,SSD5339,5339,"13 November 2018",2018,1,"Violence against civilians","Unidentified Armed Group (South Sudan)",,3,"Civilians (South Sudan)","Students (South Sudan)",7,37,"Eastern Africa","South Sudan","Eastern Equatoria",Torit,"Bur (Loronyo)",Torit,4.4182,32.5767,1,"Radio Miraya",National,"On November 13th, unidentified gunmen shot dead a 16 year-old school girl in Torit (Eastern Equatoria). According to the source, the attackers forced the victim to produce a weapon belonging to her father, which they used to shoot her with. One source mentions that the attackers were in military uniform.",1,1542650830,SSD
1987788,728,SSD5337,5337,"11 November 2018",2018,1,"Violence against civilians","Police Forces of South Sudan (2011-)",,1,"Civilians (South Sudan)",,7,17,"Eastern Africa","South Sudan","Central Equatoria",Juba,Juba,Juba,4.8609,31.6178,1,"Eye Radio (South Sudan)",National,"On November 11th, a police officer shot dead two civilians at a checkpoint in Juba (Central Equatoria). The motive for the shooting is unclear, and the officer was immediately arrested.",2,1542650830,SSD
1987789,728,SSD5338,5338,"11 November 2018",2018,2,Riots/Protests,"Protesters (South Sudan)",,6,"Police Forces of South Sudan (2011-)",,1,16,"Eastern Africa","South Sudan","Upper Nile",Renk,Renk,Renk,11.75,32.8,1,"Radio Miraya; Eye Radio (South Sudan)",National,"On or before November 11th, a number of youths protested in Renk (Upper Nile), against the appointment of a new mayor who hailed from outside of the Renk area. Between 12 and 22 youth were arrested by police for allegedly unruly behaviour (the numbers vary between the two sources, note that there is no mention of demonstrator activity which could qualify as rioting).",0,1542650830,SSD
1987786,728,SSD5335,5335,"10 November 2018",2018,1,"Battle-No change of territory","Unidentified Armed Group (South Sudan)",,3,"Police Forces of South Sudan (2011-)","Military Forces of South Sudan (2011-)",1,13,"Eastern Africa","South Sudan",Jonglei,"Bor South",Makuac,Bor,6.2144,31.562,1,"Radio Tamazuj",Regional,"On November 10th, two police officers were killed by an armed youth group in Bor (Jonglei state), coded here as two separate events occuring on the same day. After the first police officer was killed in Bor town, a youth who was arrested by the police escaped the police station in Bor, and his associates then ambushed and killed another police officer who was pursuing the escapee (wounding an additional police officer and two soldiers), at an area called Cuei-nyok located between Koch and Bor (coordinates for Bor used). By November 12th, three suspects had been arrested in connection with the ambush.",1,1542650830,SSD
1987787,728,SSD5336,5336,"10 November 2018",2018,1,"Battle-No change of territory","Unidentified Armed Group (South Sudan)",,3,"Police Forces of South Sudan (2011-)","Military Forces of South Sudan (2011-)",1,13,"Eastern Africa","South Sudan",Jonglei,"Bor South",Makuac,Bor,6.2144,31.562,2,"Radio Tamazuj",Regional,"On November 10th, two police officers were killed by an armed youth group in Bor (Jonglei state), coded here as two separate events occuring on the same day. After the first police officer was killed in Bor town, a youth who was arrested by the police escaped the police station in Bor, and his associates then ambushed and killed another police officer who was pursuing the escapee (wounding an additional police officer and two soldiers), at an area called Cuei-nyok located between Koch and Bor (coordinates for Bor used). By November 12th, three suspects had been arrested in connection with the ambush.",1,1542650830,SSD
1954460,728,SSD5333,5333,"09 November 2018",2018,1,"Violence against civilians","Aluakluak Communal Militia (South Sudan)",,4,"Civilians (South Sudan)",,7,47,"Eastern Africa","South Sudan",Lakes,"Rumbek East","Alamtoch West",Akot,6.552,30.0591,2,"Radio Tamazuj",Regional,"On November 9th, a local chief and his son were shot dead whilst they were travelling to Akot for a peace conference (coordinates for Akot, Lakes state, used). The county commissioner alleged the attackers came from the Aluak-Luak area of Lakes. The peace conference was cancelled as a result of the killing.",2,1542043972,SSD
1954459,728,SSD5332,5332,"06 November 2018",2018,1,"Violence against civilians","Unidentified Armed Group (South Sudan)",,3,"Civilians (South Sudan)",,7,37,"Eastern Africa","South Sudan","Western Bahr el Ghazal",Wau,Udici,Wau,7.7177,28.0071,1,"Radio Voice of Hope",Subnational,"On November 6th, a group of ""unknown gunmen"" first raped and then killed a pregnant lady in Wau (Western Bahr el Ghazal).",1,1542043972,SSD
1987785,728,SSD5334,5334,"05 November 2018",2018,1,"Battle-No change of territory","Unidentified Communal Militia (South Sudan)",,4,"Unidentified Communal Militia (South Sudan)",,4,44,"Eastern Africa","South Sudan",Warrap,"Tonj South",Thiet,Thiet,7.6067,28.8209,2,"Radio Don Bosco",Subnational,"On November 5th, violence between two local groups took place at an unspecified location in Thiet county (Warrap state). The source is vague on details, but the dispute appears to involve relatives of a couple engaged to one another. One group of relatives beat a member of the other to death with sticks in a local police station (though police are not mentioned as a participating actor by the source), whilst the other set of relatives burned down three dwellings belonging to the other in retalliation.",1,1542650830,SSD
1899867,728,SSD5330,5330,"02 November 2018",2018,1,"Strategic development","SPLA/M-In Opposition: Sudanese Peoples Liberation Army/Movement-In Opposition",,2,"Government of South Sudan (2011-)",,1,12,"Eastern Africa","South Sudan","Central Equatoria",Juba,Juba,Juba,4.8609,31.6178,1,"Radio Miraya; Sudan Tribune",National-Regional,"On November 2nd, two prominent SPLM-IO detainees (James Gatdet Dak, former IO spokesman, and William Endley, a South African national and military consultant to the IO) were released in Juba, following their Presidential pardon two days earlier. Both had been sentanced to death.",0,1541443581,SSD
1954458,728,SSD5331,5331,"02 November 2018",2018,1,"Violence against civilians","Unidentified Armed Group (South Sudan)",,3,"Civilians (South Sudan)",,7,37,"Eastern Africa","South Sudan","Eastern Equatoria",Torit,Hiyala,Tirangore,4.4801,32.816,1,"Radio Emmanuel",Subnational,"On November 2nd, local youth opened fire on indiviudals to prevent an inter-family crime in Tirangore village (Eastern Equatoria). Three injured and the perpetrators escaped.",0,1542043972,SSD
1954084,728,SSD5328,5328,"31 October 2018",2018,1,"Violence against civilians","Murle Ethnic Militia (South Sudan)",,4,"Civilians (South Sudan)",,7,47,"Eastern Africa","South Sudan",Jonglei,"Bor South",Maar,Jalle,6.7489,31.4154,2,"Radio Tamazuj; Eye Radio (South Sudan)",National-Regional,"On October 31st, raiders (suspected to belong to the Murle ethnic group) attacked the cattle camp of Akot in the area of Jalle payam (Jonglei). The county commissioner for Bor North said the raiders killed 9 people (including three women and a young child), whilst 7 were injured. Many cattle were also reported to be stolen, and the cattle camp was destroyed. Update: A subsequent news report revised the death toll updwards to 10, and noted that nearly 780 families have been displaced by the attack.",10,1542040997,SSD
1899866,728,SSD5329,5329,"31 October 2018",2018,1,"Strategic development","Government of South Sudan (2011-)","Military Forces of South Sudan (2011-)",1,"SPLA/M-In Opposition: Sudanese Peoples Liberation Army/Movement-In Opposition",,2,12,"Eastern Africa","South Sudan","Central Equatoria",Juba,Juba,Juba,4.8609,31.6178,1,"Radio Tamazuj; Eye Radio (South Sudan)",National-Regional,"On October 31st, Dr Riek Machar returned to Juba to participate in the peace celebrations. The event - which was attended by Presidents Omar el-Bashir and Yoweri Museveni - took place amidst heavy security, though no security incidents were reported. Two days prior to this, the SSPDF rejected the proposed doubling of the UN Regional Protection Force.",0,1541443581,SSD
1899864,728,SSD5327,5327,"30 October 2018",2018,1,"Battle-No change of territory","Murle Ethnic Militia (South Sudan)",,4,"Poktap Communal Militia (South Sudan)",,4,44,"Eastern Africa","South Sudan",Jonglei,Duk,"Duk Payuel",Poktap,7.4571,31.4128,1,"Radio Tamazuj; Eye Radio (South Sudan)",National-Regional,"On October 30th, raiders (suspected of being Murle youth) attacked Poktap (Jonglei). A lengthy battle took place between local youth and the raiders between 10 and 15kms from the town itself, in which five local youths and two raiders were killed, and fifteen injured. According to the county commissioner, 6,000 cattle were stolen, all of which were recovered.",7,1541443581,SSD
1899863,728,SSD5326,5326,"29 October 2018",2018,1,Riots/Protests,"Protesters (South Sudan)","Students (South Sudan)",6,,,0,60,"Eastern Africa","South Sudan",Jonglei,"Bor South",Makuac,Bor,6.2144,31.562,2,"Radio Tamazuj; Radio Miraya",National-Regional,"On October 29th, around 200 students from the at Dr John Garang Memorial University of Science and Technology gathered in Bor (Jonglei state) to protest against insecurity on the Juba-Bor road, following the wounding of a student two days prior.",0,1541443581,SSD
1899862,728,SSD5325,5325,"28 October 2018",2018,1,"Battle-No change of territory","Unidentified Armed Group (South Sudan)",,3,"Police Forces of South Sudan (2011-) Wildlife Police",,1,13,"Eastern Africa","South Sudan","Western Equatoria",Tambura,Tambura,Tambura,5.5985,27.4621,2,"Radio Tamazuj",Regional,"On October 28th, two attackers shot and killed a Wildlife officer (coded here as Police Forces of South Sudan) whilst he was on-duty in the Tambura East area (coordinates for Tambura, Western Equatoria, used). Two suspects have been arrested.",1,1541443581,SSD
1899861,728,SSD5324,5324,"27 October 2018",2018,1,"Violence against civilians","Unidentified Armed Group (South Sudan)",,3,"Civilians (South Sudan)","Students (South Sudan)",7,37,"Eastern Africa","South Sudan",Jonglei,"Bor South",Makuac,Bor,6.2144,31.562,2,"Radio Tamazuj; Radio Miraya",National-Regional,"On October 27th, an unidentified group attacked a commercial vehicle travelling on the Juba-Bor road (coordinates for Bor, Joglei state, used). A student was wounded in the attack.",0,1541443581,SSD
1899860,728,SSD5323,5323,"27 October 2018",2018,1,"Battle-No change of territory","Dinka Ethnic Militia (South Sudan)",,4,"Police Forces of South Sudan (2011-)",,1,14,"Eastern Africa","South Sudan",Lakes,Cueibet,Rup,Abiriu,6.9218,29.4773,2,"Radio Tamazuj; Eye Radio (South Sudan); Radio Miraya",National-Regional,"On October 27th, raiders described as ""Gelweng"" by a state-level minister (recorded here as a Dinka Ethnic Militia) attacked the village of Apero in Abiriu county (Lakes state), resulting in fighting with police. Four people died during the attack, including a policeman, and a further fifteen were injured (some reports say five killed, and 17 or 20 injured). The attackers also stole a large amount of cattle.",4,1541443581,SSD
1897512,728,SSD5320,5320,"26 October 2018",2018,1,"Battle-No change of territory","Military Forces of South Sudan (2011-)",,1,"SPLA/M-In Opposition: Sudanese Peoples Liberation Army/Movement-In Opposition",,2,12,"Eastern Africa","South Sudan","Central Equatoria",Kajo-Keji,"Kangepo li",Kendiri,3.7951,31.3954,1,"Sudan Tribune",Regional,"On October 26th, government SSPDF forces attacked SPLM-IO positions at Kendiri (Central Equatoria), according to the IO. The government has not responded to the claim.",0,1540834762,SSD
1899859,728,SSD5322,5322,"26 October 2018",2018,2,"Violence against civilians","Unidentified Armed Group (South Sudan)",,3,"Civilians (South Sudan)",,7,37,"Eastern Africa","South Sudan","Western Bahr el Ghazal",Wau,Udici,Wau,7.7177,28.0071,2,"Radio Tamazuj; Radio Miraya",Regional,"On or around October 26th, three men gang-raped a 13 year-old girl as she gathered firewood with her younger sister, on the outskirts of Wau near the UNMISS base (Western Bahr el Ghazal). Police have arrested the suspects.",0,1541443581,SSD
1953952,728,SSD5319,5319,"25 October 2018",2018,1,"Strategic development","Government of South Sudan (2011-)","Police Forces of South Sudan (2011-) National Security Service",1,"Prisoners (South Sudan)","SPLA/M-In Opposition: Sudanese Peoples Liberation Army/Movement-In Opposition",7,17,"Eastern Africa","South Sudan","Central Equatoria",Juba,Juba,Juba,4.8609,31.6178,1,"Radio Miraya; Sudan Tribune",National-Regional,"On October 25th, the government released five prisoners being held in the NSS detention facility known as the Blue House on the outskirts of Juba (Central Equatoria). The released included Marko Lokidor Lochapio, an SPLM-IO governor who had reportedly been abducted whilst in Kenya. The move follows the release of 24 prisoners on October 19th, though several high-profile detainees remain in NSS custody.",0,1542040996,SSD
